Author,Message
kusche,my memory from got is so dimished i feel like
kusche,yeah definitely
weazr,His songs for GoT and Westworld lifts the shows to another level
weazr,"Ramin Djawadi is honestly one of the best composers ever, up there with Zimmer"
weazr,But the song is just too good to pass up on
kusche,from the song name
kusche,thought so
kusche,ah yea
weazr,||When Arya came out of nowhere and killed Night King||
kusche,which one was that?
weazr,Because the song was ruined by the worst scene in GoT history
kusche,why dont i even remember this
weazr,6 min I mean
weazr,I mean only good thing tbf
weazr,That song is the best thing to come out of season 8 of GoT
weazr,this goes hard
weazr,https://www.youtube.com/watch?v=zKroWMAIFYA
weazr,after 5 min
royalerino,chill
weazr,Maybe in a year
kusche,ive played it so many fucking times i can do it blind
weazr,<@!157964464392634368> That seems hella hard for me
weazr,Thanks for reminding me
kusche,yeah
weazr,But I forgot how to play it so im gonna relearn it
weazr,Its such a good song
weazr,I know river flows in you
kusche,and fur elise
weazr,YOOO
kusche,https://m.youtube.com/watch?v=NPBCbTZWnq0
weazr,Canon in D is <:txcksPog:721519749506531338>
royalerino,https://www.youtube.com/watch?v=-xNqcWgEs0E
kusche,https://m.youtube.com/watch?v=rNsgHMklBW0
weazr,ngl
weazr,Since that shit SLAPS on piano
weazr,I can even do weeb stuff
weazr,Im all ears
royalerino,but not worth it imo
weazr,hit me up
kusche,the only 3 o can still play
royalerino,like i got actual suggestions
kusche,i can tell u my favourite 3
kusche,well
weazr,I gotta do more piano stuff but I want to find a song I REALLY wanna learn
royalerino,yo that songs nice
weazr,One day I hope
kusche,it just comes from somewhere
kusche,its hard when learning  but
weazr,My brain
weazr,I cant do off tempo on hands
weazr,Its very repetetive with same tempo on both hands luckily
kusche,for me it was fur elise
kusche,thats awesome
kusche,hahah
weazr,So I just sat for hours praccing this til I nailed it
weazr,That made me want to learn
weazr,Its the song that got me into piano
kusche,i never came across this
weazr,It is so good
oxiics,Hunna percent
kusche,this is a lovely song
weazr,We make it through together
weazr,I feel you
oxiics,Another shitty fucking week of work coming up
weazr,gn ellis 🤗
oxiics,Anyway gn gamers
weazr,I fucking love this song
weazr,This is the most difficult song I know
weazr,https://www.youtube.com/watch?v=4VR-6AS0-l4
weazr,two sec
kusche,hmm
weazr,5 monhts
weazr,I have boomer brain so I cant remember
kusche,<@136203836036612097> how long have u pöayed
oxiics,I still can’t believe I was THAT pareletic drunk I let my mate tattoo my own surname on me
weazr,was learning night king but very hard and 9 min long
royalerino,mary had a little lamb
weazr,Im stuck
weazr,someone give me an easy ish song to learn on pianoi
weazr,wtf lmao
royalerino,then scottish sun made an article
royalerino,still fucking hilarious
louieismyname,yee
royalerino,well sure you guys know bout my mate now who got club tattoo'd <:LULW:718128933228511342>
louieismyname,ahahahah
oxiics,The site closed down 6months kater
oxiics,Anomaly’s mate got his trading site tattooed on his leg
weazr,And got free maccys
weazr,like a big mac menu
weazr,Got his Maccys reciept tattooed
weazr,Was a dude who did that here in Norway
oxiics,Yea
louieismyname,you'll be like a walking billboard
oxiics,Any giftas <:MmyesFeet:586941005077676047>
weazr,Fair
louieismyname,woa
louieismyname,"shibaW is the judging one, it would have to be <:louieiShibaHappy:744967105782349994>"
oxiics,I will get a streamers url tattooed on me for a sum of money
weazr,Get louieShibaW tattoed on ancle
louieismyname,or ig it depends on where the weight change is
louieismyname,i don't think tattoos change *massively* with weight change but it's still a thought to have
oxiics,"I’m built different, and by different I mean lamp post"
oxiics,I’m the same louie
louieismyname,ye i'm worried about how skinny my arms are
weazr,So It doesnt look off if I do end up losing weight and building some muscle
oxiics,18 pixels
weazr,But I gotta work out a bit to get the body type Id like before
oxiics,The lowest res staircase in the history of world
louieismyname,LMAO
louieismyname,that's what i'm doing
royalerino,HAHAHAHAAHAHA
louieismyname,"just follow all your local tattoo artists on instagram and browse through, find the style you like and then after seeing all those tattoos you'll have a general idea of the kind of thing you like vs dislike"
oxiics,I’d get this on my ass lowkey
royalerino,i'll get my prof pic tattoo'd on my ass
oxiics,"Tempted to get branded by gofree. Fuck a tattoo, we doing it old school"
weazr,But I lack the cojonas
weazr,Maybe Ill do the same
.giggles,Imma get the ksf logo on my forehead
weazr,Havent thought about it like that
oxiics,I saw a guy at Thorpe Park last year that had minecraft steve behind 1 ear and a creeper behind the other. Was probs a streamer of summin
louieismyname,the meaning is that it's cool
louieismyname,"i used to want something with meaning, now i kinda just want something that looks cool to me"
weazr,But I need something that looks sick and has meaning
royalerino,so assume about him
royalerino,he makes edgy rap
oxiics,"I honestly thought it’d hurt, didn’t even know he was doing it lmao"
louieismyname,<@!130153844696023040> that too
royalerino,one of my friend's friend has a sad emoji behind it
louieismyname,same weaz
.giggles,<@206847522109390848> I thought you said slave not sleeve
louieismyname,too much hair
weazr,I really want a sleeve if I get the balls for it
louieismyname,can't even see my fuckin ears <:KekW:662478447183921158>
louieismyname,i like behind the ear tattoos but i could never get one
royalerino,oooooh
oxiics,My edgelord tattoo
royalerino,so want to get it tatted on me
royalerino,from an album that changed my life
louieismyname,that's sick royal
louieismyname,<:louieiShibaW:744967105782349995>
oxiics,I’d get a Birdseye view of surf whiteout
weazr,🙂
weazr,Get s13 froots2
royalerino,lower down of course too
royalerino,planning on getting this but facing my hands instead of shoulder
louieismyname,somewhere no one will see
louieismyname,my ankle
louieismyname,i'd get a ramp on like
louieismyname,<:monkaW:728279887269593118>
weazr,Ive honestly contemplated getting a surf tattoo LOL
oxiics,Bad life choice
louieismyname,i'm planning on getting a sleeve
oxiics,Don’t get your surname
louieismyname,<:Pog:546785372407857162>
weazr,But idk what to get
oxiics,"Would defo do it man, I love mine, just can’t wait to get more"
royalerino,yeah thats <:Pog:495243416171446283>
weazr,I wish I had the balls to get one
weazr,Honestly pog tattoo
oxiics,True man of god
weazr,A true man of god
royalerino,"specially me, i'm built different <:EZ:718128601765249155>"
oxiics,I even have a religious tattoo
oxiics,"I am a virgin, I am a man of god"
royalerino,it doesn't matter to most people
weazr,JK U look cute xoxoxo
oxiics,Perhaps
royalerino,but like
weazr,You look like a virgin
royalerino,"exactly, doxing can be serious"
weazr,Damn is that you in your picture Oxii
oxiics,What’s he gonna do
oxiics,I’ll Dm him my address
royalerino,or jones will dox u
royalerino,don't say that
royalerino,D:
oxiics,"I was born in limburg, Netherlands"
louieismyname,where were u born
louieismyname,:o
oxiics,Wasn’t even born in this mf country
oxiics,Wasn’t even born in chelmsford <:residentsleeper:481990274743140352> just live here lmao
louieismyname,omg pog list !!
royalerino,ahh okay
royalerino,LMAO
louieismyname,legit they told everyone to get off the isle of skye
royalerino,that's class imo
oxiics,I’m on a list <:pog:473108777378512929>
louieismyname,she got caught in a storm <:LULW:559799175504592896>
royalerino,sunny weather makes you feel good
royalerino,snow and rain gives you a cozy feeling when you drive it
royalerino,honestly weather doesn't even matter
louieismyname,my sister did it before and said it was class
louieismyname,yee
royalerino,trust me
louieismyname,take my lil car and go travel
royalerino,worth
louieismyname,i wanna explore the highlands sometime
royalerino,and chilling at loch lomond
royalerino,but highlands is <:Pog:495243416171446283>
royalerino,"nah, i'm not an outside person"
louieismyname,oh no
louieismyname,outdoors = cringe
royalerino,cause me aqnd the boys go to loch lomond every summer
royalerino,wait in what way
louieismyname,tbf anyone thinking a trip to a loch is fun should be on a list
royalerino,but holy shit this is actually stupid
royalerino,bit xenophobic nsa <:WeirdChamp:702479628157059122>
weazr,is on watchlist
weazr,Googles sex
louieismyname,welp
royalerino,
royalerino,wait seriously yeah
louieismyname,omg they're the horny police
louieismyname,<:LULW:559799175504592896>
weazr,WANK
weazr,I feel like im on a list just clicking that
royalerino,
louieismyname,oh wait no emailing that's it
louieismyname,or some shit with it
louieismyname,i remember googling all these words <@!157964464392634368>
louieismyname,https://www.businessinsider.com/nsa-prism-keywords-for-domestic-spying-2013-6?r=US&IR=T
weazr,<:caffreyFlushed:737582150022594620>
oxiics,"When the payrise comes, the generosity increases"
royalerino,what you on it for?
louieismyname,<@!157964464392634368> yooo me too !!
louieismyname,<:monkaW:728279887269593118>
oxiics,Gotta step my game up
louieismyname,tbh i have it stated that it's prolly not all accurate
royalerino,only list i'm on is federal watch list <:SadgeSitSip:666397343066882058>
oxiics,Is it really only $12? That’s kinda sus
oxiics,<:aworryheart:591720778307993638>
louieismyname,my dono list :) <3
louieismyname,actually ur on a list
louieismyname,
weazr,brb starting stream 👀
oxiics,40 gifted inc
oxiics,<:pog:473108777378512929>
louieismyname,get on a simp list <:Pog:546785372407857162>
oxiics,I’d rather throw money at streamers
louieismyname,<:monkaW:728279887269593118>
oxiics,<:monkas:425724239384018976>
louieismyname,<@!122462582924640256> go hang out around a nearby primary school and you'll get on one
zas,<:mmyeah:586019550080794625>
oxiics,I never make it onto lists <:mmno:588220466733514752>
mako__o,sacred on there twice too <:PogU:478947245354516490>
louieismyname,guess that means he was probably one of them also doing it
louieismyname,<@!161850874136625152> he didn't like us mods removing all the unfunny Therapist memes during the tourney <:KekW:662478447183921158>
merkycinq,damn he really does not like draph
merkycinq,why is draph on it twice
caff,Caffs twitch mods <:monkaSSSSS:408722314713104384>
mako__o,<:POGGERS:733369086511284315>
mako__o,https://pastebin.com/wtYt9ymE updated jabra list
donoes,i remember
donoes,1:32 sinister evil wr
donoes,true
ben_boo,I didnt surf back then but ik the sinister evil rec was pog (bc it was you pogU)
donoes,best server ever
donoes,<@!158683590811451392> cgn <:PepeHands:471384885156773899>
ykdan,<@!486859024973824000> <:txcksJimin:705466557974839316> <a:Clap:686782500592287878>
ben_boo,https://www.youtube.com/watch?v=5wwTzoVMKCU
anjer,ok
Deleted User,Thanks.
Deleted User,Email me $20 when you're on your computer next time
anjer,"Yes there is, thank you jones!"
Deleted User,There's a channel called #mapping or something
Deleted User,http://ksfclan.com/discord/invite <@!486859024973824000>
Deleted User,Lemme get the link though
anjer,LUL
Deleted User,I'm banned
anjer,<@456226577798135808>
anjer,do you have a link by any chance?
anjer,ok
Deleted User,They are kinda sensitive in there though so watch out what u say
Deleted User,KSF has one
anjer,does a surf mapping discord exist?
afonsowo,nah its calm
tucks.,if uwere getting it
tucks.,didnt wanna contest
afonsowo,school had me floatin
afonsowo,not retakin anything rn
afonsowo,<@260064252985999360> go for it
tucks.,or r u going for retake
tucks.,can i learn mesa mine
tucks.,<@!299129908620427265>
Deleted User,Still can't watch
dreamsi,calming 🙂
granis,
granis,<:GWcmeisterPeepoLove:403295311189245952>
erksterr,"<@!124446795400085504> u absolute emazing specimen, grats on the wr + upload <:louieiShibaHappy:744967105782349994> <:peepoLove:663786145938669579>"
granis,Nice.
Deleted User,Nice.
Deleted User,
granis,https://youtu.be/clCv9RXS30s go like
Deleted User,Leet yeet
careful_,<:PepeLaugh:697133728429768734>
careful_,summit
erksterr,not_so_zen
mako__o,corruption
.exper,omnific
josha5043,map?
tucks.,thats why i want it xd
tucks.,ye ik
mako__o,U will have #1 wr of 2020 if u -05 it <:EZ:692440658052382778>
mako__o,-.00 <:POGGERS:733369086511284315>
tucks.,till i -05 this
tucks.,ok im not stopping
tucks.,AGAIN
tucks.,i trolled cp1
tucks.,NOOOOOOO
tucks.,
mako__o,<:txcksPogO:743878206674698240>
mako__o,<:txcksW:743878207643844708>
tucks.,apparently not
mako__o,Have u thought of finishing a run with a good cp1
tucks.,GRGR
tucks.,with troll cp1s
tucks.,+02s
tucks.,just finished 2 back to back
tucks.,
louieismyname,oh wait true
strig1,i feel the same but to hsw
louieismyname,haters
ben_boo,Thts how i feel about sw
ben_boo,
strig1,for me
strig1,that stage is cancer
strig1,legit i just gave up and got 17min run fook it dud
strig1,<:LULW:697255777227898932>
louieismyname,seeing that side still freaks me out
strig1,stage 6 of surf_premium can go neck itself <:pepeRope:588099347011469496> choked this stage for 2hours
dreamsi,<@260064252985999360> you’ll get it buddy <:GWvertiPeepoSadMan:405951684339302400>
tucks.,was a good run
tucks.,i jumped OVER end zone
tucks.,worst thing is
marble._,<@!260064252985999360>
mako__o,<:FeelsHugRightMan:435892066002665492>
tucks.,time to die
tucks.,
Deleted User,Ty
zacki4857,ait - enjoy ❤️
caff,ill play after
caff,making food
zacki4857,<@!161850874136625152> waiting room poooooooog
.giggles,tic tac toe <:Pog:440470515430195210>
tucks.,only makes sense in my head
tucks.,cant explain
louieismyname,why tho
louieismyname,the fuck
tucks.,<@!206847522109390848>
careful_,<:GWsetmyxPeepoSad:405337568901726209>
careful_,R.I.P. master oogway
careful_,https://youtu.be/pFDiev2mNps
dosta8971,<:monkaW:457620910787002386>
careful_,<:GWseremePeepoThink:402867838580293643>
royalerino,
careful_,<:remVV:547215272298283018>
dosta8971,<:BabyRage:332858910904025091> wrong channel
tucks.,<:4WeirdW:659237184817332234>
careful_,🇩🇪 <:GWovoKannaFU:391321941061140483>
tucks.,<#744664969521397800>
dosta8971,good one
dosta8971,<:LULW:597892008735932416>
royalerino,the emote at end <:LOLW:739238467044638771>
dosta8971,no
careful_,"They always ask ""how much is a g"" but they never ask ""how is a g"""
dosta8971,wtf
royalerino,☠🐉  ๔Ｏร𝔱𝕒 𝔽υ℃ᵏｉ𝓷Ꮆ 𝕙ᵃţεⓈ Ⓔм  🍧👺
dosta8971,<:PepeLaugh:540053796995465217>
dosta8971,🔥🐲  ｚ乇ᖇＯ 𝐢Ⓢ 𝐐ᵘίⓉє ŕ𝑒𝔱Ã𝓡𝐝𝐄𝐃 ρｅ𝓅𝐄ㄥ𝕒Ｕ𝑔ᕼ  🍮💛
royalerino,🍎  🎀  𝒽𝑒𝒾𝓁 𝒽𝑒𝒾𝓁  🎀  🍎
dosta8971,good one
dosta8971,lmao
royalerino,👤✌  𝒽ᵉเㄥ Ⓗ𝐄𝓲Ⓛ  ⛵ඏ <:dosta:697132723726188614>
dosta8971,❤️ ❤️
dosta8971,👑🐻  ω𝓔єв丂 ς𝓐Ⓝ 𝐒𝐮ℂҜ 𝓂𝓎 ᵈเ𝐜𝕜  💞ൠ
royalerino,imagine stealing my flow
tucks.,XD
royalerino,smh
royalerino,already used that emote
royalerino,<@!260064252985999360> peep the status
royalerino,☞🐯  ŁσŜ𝐓 ιⓃ ˡᎥⒻ𝔼  ♢🐣
royalerino,some of these fancy letters are cringe
tucks.,🥀
tucks.,"its always FeelsGoodMan not do you feel good, man?"
careful_,N1
royalerino,shit
careful_,<:pokiLOL:670995068051521556>
royalerino,"¸,ø¤º°`°º¤ø,¸¸,ø¤º°   🎀  𝓁♡𝓈𝓉 𝒾𝓃 𝓁𝒾𝒻𝑒  🎀   °º¤ø,¸¸,ø¤º°`°º¤ø,¸"
dosta8971,<:LULW:597892008735932416>
dosta8971,but still
dosta8971,o well some ppl are
dosta8971,this is not 13 y/o discordd
careful_,Lmao
careful_,Wtf is that
dosta8971,mate royal
dosta8971,<:LULW:597892008735932416>
royalerino,🍩  🎀  𝓁🏵𝓈𝓉 𝒾𝓃 𝓁𝒾𝒻𝑒  🎀  🍩
careful_,:)
careful_,I did
tucks.,because of that song
tucks.,i legit cant turn on auto SR
tucks.,put that on spotify
tucks.,who the FUCK
dosta8971,or that
dosta8971,HAHAHA
dosta8971,should i turn on hardcore <:PepeLaugh:540053796995465217>
tucks.,https://open.spotify.com/track/1rqkjnyvelWSrfQuwlgOYs?si=YKCdr_O-Rd6HO3sdm9vhpQ
tucks.,play them this
tucks.,dosta
careful_,<:KannaSip:547215271967064074>
dosta8971,and listen to spotify <:PepeLaugh:540053796995465217>
careful_,Back to loli pfp
dosta8971,lmao my parents have guests
tucks.,sadboy
tucks.,nah its legit
dosta8971,if that was some nword shit
tucks.,lol
tucks.,its sadboy music lo
dosta8971,ok
tucks.,ye lol
dosta8971,HAHAHA
dosta8971,was that good music?
dosta8971,just heard that
royalerino,<:LOLW:739238467044638771>
dosta8971,my parents
royalerino,back to normal
dosta8971,WAIT
royalerino,okay i ate da jaffas
tucks.,come cry with me royal
dosta8971,i dont want
dosta8971,<:monkaW:457620910787002386>
tucks.,
dosta8971,<:txcks2Head:747652783393734728>
tucks.,ae mate eat a pack o jaffa cakes n shut tae fuk up
careful_,<:GWvertiPeepoSalute:405951690034905089>
dosta8971,death <:PagChomp:695171997994319922>
dosta8971,true <:PagChomp:695171997994319922>
royalerino,"after that, the only path is death"
royalerino,"cause the my only last joy in life, egirl will fall out with me"
careful_,<:7974_rimuru_lewd_hearteyes:547215272394620931>
dosta8971,dont
dosta8971,<:HYPERDANSGAMEW:695171991845470270>
royalerino,no
careful_,Royal just make pfp a hentai char
careful_,
royalerino,im expressing my feelings currently
tucks.,change to that pic
tucks.,did u rlly
tucks.,royal
royalerino,...
royalerino,"yeah, i dont deserve upper case letters anymore."
dosta8971,i thought you surf
dosta8971,discord donald
dosta8971,fake <:KKonaW:440202773301166099>
dosta8971,<:gasp:519390089286123550>
tucks.,"Dosta#8971
Message edited in <#735803390751277129>
Before: tucks sucks
+After: tucks is great"
dosta8971,<:PepeLaugh:540053796995465217>
careful_,<:PepeLaugh:697133728429768734>
dosta8971,tucks is great
dosta8971,wait you can see the edits
careful_,<:GWsetmyxPeepoCry:405382963057000458>
blink1,he thinks so lowly of himself he's using lowercase i <:PepeHands:547215106904162327>
careful_,<:GWvertiPeepoSadMan:405951684339302400>
tucks.,https://youtu.be/Yjy2bcLq04c?t=12
royalerino,i'm sorry i let you down.
royalerino,i tried my best guys
royalerino,and corrected myself
royalerino,i reflected on my mistakes
royalerino,yeah
careful_,<:GWseremePeepoThink:402867838580293643>
blink1,lol silly royal
careful_,<:PepeLaugh:697133728429768734>
tucks.,isnt that awkward lol
tucks.,
tucks.,... <a:AwkwardFlushed:735490692545118228>
careful_,Nice edit<:GWsetmyxPeepoWeird:405337568155009024>
tucks.,yeah i got group 5 on this map because it was <a:COGGERS:586270135329751079>
strig1,m8 i was doing it sideways long route cause it was <a:aPES_Cog:498482209494401054> to do
royalerino,how would u know what the last stage looks like when you're a s1 sammy
tucks.,sorry mr slow route
strig1,so dumb
careful_,<:PepeLaugh:697133728429768734>
strig1,omg
tucks.,imagine doing whole last stage <:PepeLaugh:697133728429768734>
careful_,Just skip whole stage
tucks.,me too
careful_,Im so used to ck route
careful_,My csgo doesnt even look like that
ykdan,I dont tgink ive ever seen anyone do normal route on eclips
careful_,Wait
strig1,i was bored so i go do coggers
careful_,<:PepeLaugh:697133728429768734>
tucks.,cringe
careful_,Lmao
strig1,numbty
careful_,^
tucks.,oh
strig1,is csgo
louieismyname,oh that stage is really fun sw
tucks.,
tucks.,whilste mine looks like this XD
careful_,Smh
careful_,What is that normie route
strig1,what you mean
careful_,M8
tucks.,why does ur game look like that
tucks.,counteruav
strig1,<a:COGGERS:686782555147599975>
tucks.,lets hope the anticheat doesnt detect my maxvel hacks
louieismyname,jesus dude
tucks.,was +28
tucks.,-08 run
tucks.,this could be
tucks.,
louieismyname,altho is that only 1 ramp that's maxvel
louieismyname,perfect for you tho with maxvel middle part
louieismyname,true
louieismyname,o ok
tucks.,rng map
tucks.,lol he doesnt care
louieismyname,but my man fishy <:PepeHands:547215106904162327>
tucks.,i wont be happy with -00 -01
louieismyname,you should
tucks.,might try gg irt
tucks.,idk lol just a gamer
tucks.,?????????
louieismyname,how
louieismyname,???
louieismyname,WTF
tucks.,LOL
tucks.,
louieismyname,naw
tucks.,did u see my cpr from lastnight
louieismyname,oh god
tucks.,leet lol
louieismyname,wtf map is that
tucks.,this map fun hehe
tucks.,
melinder1,yt comments so original <:pepeOK:547215107030122496>
emil6900,<:monkaStab:547215106707161101>
zacki4857,<@260126787835527181>
zacki4857,
dosta8971,<:CooBruh:667892653895057434>
tucks.,o
mako__o,I cant remove times
mako__o,I didnt no nuffin
tucks.,that time was legendary
tucks.,wait did u remove levis
mako__o,And guy named scott
tucks.,🇦🇺 <:levi:712468334003880036>
tucks.,i wonder who
mako__o,<:txcks3Head:747652779811668048>
mako__o,There were 2 more crouchboosted top10 times too
mako__o,<:KEKWWTF:700520262113951856>
tucks.,queen wr wasnt necessary <:PepeLaugh:697133728429768734>
mako__o,He did them this morning
mako__o,I looked at all reports to see what should be done to save sam time
tucks.,did u do reports?
tucks.,<@!221997981371596801> o poggers wtf
tucks.,https://www.twitch.tv/redvenomsurf
mako__o,<@260064252985999360> u got queen wr again <:POGGERS:733369086511284315>
Deleted User,I don't understand why levi is on there though
Deleted User,Imagine being on a list lmao
Deleted User,Lol get fucked guys
donuts42,they didnt even get my name right
donuts42,wtf
donuts42,wait i'm on that list?
toadstool0551,"i am surprised jayrage isnt on that list, those 2 used to fight alot back in the day"
tucks.,2 mins *
tucks.,<@473443323076542466> 2 mibb big s
louieismyname,https://pastebin.com/CHY04zrh
merkycinq,<@!260064252985999360> u here bro?
ykdan,99 GANG FO L
dreamsi,get gud
.exper,fast i mean
.exper,shits t8
.exper,<@!282562661575557120> tried rands b2 how tf do u do the end
tucks.,<:sadge:724659204761059386>
tucks.,https://clips.twitch.tv/WealthyTacitClamVoteYea]
drippiin.,lame
proga,yea
drippiin.,I'm guessing guitar hero bonus is without bhop?
marble._,
marble._,dont make me play the bhop bonus
badman0,proga to the rescue
dreamsi,<:PepeHappy:547215106665218053>
dreamsi,good
proga,dw
proga,im trying out hotwheels b4 rn
dreamsi,hes gonna do sub 15 he says
proga,:=)
proga,so did i
dreamsi,and said hes gonna tryhard it and retake cause he touched a wall apparently <:GWpingKanyeLUL:395627394876178453>
proga,lol
dreamsi,<@!229298129197858827> he just called u a dog
weazr,<:txcks3Head:747652779811668048>
dreamsi,someone else do it
dreamsi,fuck
caff,he wotn do b3 again
dreamsi,and dim will take b3
dreamsi,can u do b4 hotwheels normal pls <@260064252985999360>
tucks.,whos gonna take b1 fornax <a:peepoGiggles:719649872478732378>
tucks.,question is
donuts42,now its u me and louie
donuts42,w-only gamer
tucks.,the entire time
tucks.,nope only pressed W
donuts42,did u even press s tucks
tucks.,<@!176413224139227136> <@!136203836036612097> how jealous are u all
afonsowo,legend of the game
tucks.,yep thats me
tucks.,
afonsowo,tenner still up for rands b3
donuts42,im in that top pog
afonsowo,up and coming sw surfer
proga,lmao
tucks.,to get out of sw
tucks.,because i didnt realise u have to press A or D
tucks.,i have swwrb for it
tucks.,i accidentally took the guitar hero bonus in SW XDDXDX
tucks.,wait <@!229298129197858827>
afonsowo,lmao
caff,dw
caff,ill get dim out of retirement
proga,fuck that
afonsowo,😄
afonsowo,ye
proga,is b4 the fucking guitar hero bonus
proga,lol
caff,<@!229298129197858827> send paypal
dreamsi,wait did u take b4
tucks.,<:PepeLaugh:697133728429768734>
tucks.,he still has 1 wrb left
dreamsi,now do b4 on hotwheels
tucks.,not yet
dreamsi,<@!229298129197858827> <:PepeHappy:547215106665218053>
afonsowo,donate to proga next time he streams
afonsowo,<@!282562661575557120>
afonsowo,mans got active shooters <@!260064252985999360>
afonsowo,cheers badman
tucks.,he secured the bag
tucks.,<@!299129908620427265>
proga,
afonsowo,<:KannaSip:547215271967064074>
tucks.,Saw “tucks is typing” and knew I was about to end this mans whole career
.giggles,He didn’t know <a:peepoGiggle:717864012662046750>
blink1,<:LOGGERS:694251188283244574>
tucks.,Logs <a:HYPERCATJAM:744351520211861534>
caff,<:sadkek:745095611170160740>
mako__o,<:txcksW:743878207643844708>
.giggles,<a:peepoGiggle:717864012662046750>
strig1,<:monkaW:710228384440909824>
tucks.,<a:peepoGiggle:717864012662046750>
tucks.,Little did you know
tucks.,
caff,deleted right as u started typing
tucks.,Deleted message <:PepeLaugh:733858136787517501>
caff,👀
tucks.,Then why are u rank 1? <@161850874136625152>
afonsowo,messed up
afonsowo,damn we really running a mafia
dreamsi,someone get it pls
tucks.,<@136497738215849984> go get em
tucks.,Oh I know who could get that
afonsowo,just so gay no one bothers to do it
afonsowo,its not hard
afonsowo,i tried it for 10 mins and got +.30
caff,in tight space
caff,loop bhop bonus
tucks.,Because I can try but idk what it is
tucks.,Do u think I’d be able to take b2
caff,<@!299129908620427265> ill double the bounty
caff,<:PepeYikes:547215106874802178>
afonsowo,
afonsowo,
caff,no apologies needed
caff,nah I feel you
afonsowo,"idk im being salty but hes way too arrogant, my bad 😔"
afonsowo,🤨
afonsowo,tele on dim acc
caff,but u know how it be
caff,tele would obliterate b3
afonsowo,or whatever the guitar hero bonus is
afonsowo,doesnt even come close to his rands b2
afonsowo,🤠
afonsowo,aye!!!
caff,gz on wr btw
afonsowo,😔
caff,🤓
caff,lol hes just good
afonsowo,hate arrogant people like him
afonsowo,"messages dreams asking where the ""french competition is"" when he barely has g1s and his wrbs dont include a single surf ramp ; reason he has them was because they added auto to them"
afonsowo,so yea if anyone wants go for it
afonsowo,😆
afonsowo,idk i just dont like the guy that has them lol
drippiin.,🏃‍♂️
marble._,lol
marble._,not sure about b3
marble._,wanted to do b2
marble._,why
afonsowo,10 on rands b3
afonsowo,on rands b2
afonsowo,5€ bounty
afonsowo,people
tucks.,fanboy <:WeirdChamp:702479628157059122>
tucks.,<@!228271221131837440>
tucks.,
mako__o,rip therapist wrb never forget
mako__o,that is def a good bonus <@!228271221131837440>
kusche,what a good bonus
kusche,<@!221997981371596801> i played 2012 beta bonus
mako__o,just need that luck edge surf thing
mako__o,ye u can def - to his end
caff,that way
caff,just did end
caff,ye it didnt look like they did the stage well
mako__o,had loc -.01 at the end and lost .3 from normal way
mako__o,saves .3
caff,thats the thing I never got once
mako__o,yup
caff,the cp way of just surfing into end'
caff,yeah nvm
mako__o,ye dont think u know what i mean with s2 end how they do it
mako__o,<:sadKEK:682317408547110953>
caff,cant join and spec u
caff,gosh darn
mako__o,thats the worst part
caff,in run
caff,do perforated s4
mako__o,<:dafuqsmile:656917104255172671>
caff,ah thats not 2 bad
mako__o,hitting the top glass part and edge in
mako__o,ye
caff,or cp way
caff,u mean just the end
caff,wait
mako__o,imp
mako__o,both r1 and r2 did it in run
caff,I couldnt get that end once
caff,dude
mako__o,this ending is so gayed
mako__o,im trying s2 wazor
mako__o,<:poggers:432620023841030144>
caff,<@!221997981371596801>
caff,[Surf Timer] - Caff beat a stage record! Stage: [Stage 4] Time: 00:15:20 (WR -00:00:04) Rank: 1/588
mako__o,<:monkaW:561307737087016970>
mako__o,cphist is close to 2016
tucks.,Trueee
mako__o,<:EZ:692440658052382778>
caff,and cp will be beat in no time
caff,chuck a few customzones down
tucks.,Can u take cavemissile b2 I lost it today I think
mako__o,fast start slow end
caff,oh it got beat
mako__o,take s4 extremex2 back <:smileW:641652910392082462>
caff,all super free
caff,they dont rly count
caff,if u saw the bonuses ive been playing
mako__o,<:caffreyFlushed:737582150022594620>
mako__o,quite a development
mako__o,zacki becoming map player and caff becoming bonus player
caff,and ive +00d them all before beating
caff,so ive taken 3 bonuses today <@!260064252985999360>
louieismyname,You've let them down
louieismyname,Ahahahahahha
tucks.,With the name change
tucks.,I’ve lost the love of the Russians
tucks.,<@206847522109390848> oh shit oh fuck
tucks.,
royalerino,thomas
royalerino,https://tenor.com/view/wide-peepo-happy-twitch-twitch-emote-emote-pepe-the-frog-gif-16883932
.giggles,<a:monkaShoot:441233154951610368>
dosta8971,<:monkaW:457620910787002386>
djfish,https://tenor.com/view/creepy-thomas-train-weird-gif-16804019
mako__o,<a:PepeLaughing:623229267727351818>
strig1,<a:PepeLaugh:692930457792151552>
dosta8971,not answering
dosta8971,<:PepeLaugh:540053796995465217>
strig1,<:BabyRage:376010746447790091>
dosta8971,MOOOOOOOOOOOOM I LOST .01 because i lagged <:BabyRage:332858910904025091>
dosta8971,<:BabyRage:588458573525418017>
tucks.,Was drunk
strig1,<:BabyRage:376010746447790091>
tucks.,Broken keyboard
strig1,True
tucks.,High ping
dosta8971,<:BabyRage:332858910904025091>
dosta8971,all i hear is
tucks.,Nulls
tucks.,Rngfix
tucks.,Bad drop
mako__o,<:MonkaHmm:717686214559268885>
mako__o,Bad drop when u headhit into the stage
tucks.,Bad drop
dosta8971,lost .01 to a ck surfer <:OMEGALUL:393581347815292940>
